model_name,batch_size,input_tokens,optimizer_name,experiment_type,safety_margin,safety_margin_percent,memory_limit_MB,actual_peak_reserved_MB,predicted_peak_reserved_MB,safe_predicted_reserved_MB,actual_peak_allocated_MB,predicted_peak_allocated_MB,actual_fits,predicted_fits,correct_prediction,dangerous_failure,conservative_failure,outcome
distilgpt2,1,64,adamw,distilgpt2_sequence_length_variation,0.15,15.0,1750,1738.0,1677.2249453906247,1928.8086871992182,1600.69,1552.9860605468748,True,False,False,False,True,conservative_overprediction
distilgpt2,1,64,adamw,distilgpt2_sequence_length_variation,0.15,15.0,1800,1738.0,1677.2249453906247,1928.8086871992182,1600.69,1552.9860605468748,True,False,False,False,True,conservative_overprediction
distilgpt2,1,128,adamw,distilgpt2_sequence_length_variation,0.0,0.0,1750,1726.0,1763.6171153906248,1763.6171153906248,1616.71,1632.978810546875,True,False,False,False,True,conservative_overprediction
distilgpt2,1,128,adamw,distilgpt2_sequence_length_variation,0.05,5.0,1750,1726.0,1763.6171153906248,1851.797971160156,1616.71,1632.978810546875,True,False,False,False,True,conservative_overprediction
distilgpt2,1,128,adamw,distilgpt2_sequence_length_variation,0.05,5.0,1800,1726.0,1763.6171153906248,1851.797971160156,1616.71,1632.978810546875,True,False,False,False,True,conservative_overprediction
distilgpt2,1,128,adamw,distilgpt2_sequence_length_variation,0.1,10.0,1750,1726.0,1763.6171153906248,1939.9788269296873,1616.71,1632.978810546875,True,False,False,False,True,conservative_overprediction
distilgpt2,1,128,adamw,distilgpt2_sequence_length_variation,0.1,10.0,1800,1726.0,1763.6171153906248,1939.9788269296873,1616.71,1632.978810546875,True,False,False,False,True,conservative_overprediction
distilgpt2,1,128,adamw,distilgpt2_sequence_length_variation,0.15,15.0,1750,1726.0,1763.6171153906248,2028.1596826992184,1616.71,1632.978810546875,True,False,False,False,True,conservative_overprediction
distilgpt2,1,128,adamw,distilgpt2_sequence_length_variation,0.15,15.0,1800,1726.0,1763.6171153906248,2028.1596826992184,1616.71,1632.978810546875,True,False,False,False,True,conservative_overprediction
distilgpt2,1,64,adamw,distilgpt2_batch_size_variation,0.05,5.0,1750,1738.0,1677.2249453906247,1761.086192660156,1600.19,1552.9860605468748,True,False,False,False,True,conservative_overprediction
distilgpt2,1,64,adamw,distilgpt2_batch_size_variation,0.1,10.0,1750,1738.0,1677.2249453906247,1844.9474399296873,1600.19,1552.9860605468748,True,False,False,False,True,conservative_overprediction
distilgpt2,1,64,adamw,distilgpt2_batch_size_variation,0.1,10.0,1800,1738.0,1677.2249453906247,1844.9474399296873,1600.19,1552.9860605468748,True,False,False,False,True,conservative_overprediction
distilgpt2,1,64,adamw,distilgpt2_batch_size_variation,0.15,15.0,1750,1738.0,1677.2249453906247,1928.8086871992182,1600.19,1552.9860605468748,True,False,False,False,True,conservative_overprediction
distilgpt2,1,64,adamw,distilgpt2_batch_size_variation,0.15,15.0,1800,1738.0,1677.2249453906247,1928.8086871992182,1600.19,1552.9860605468748,True,False,False,False,True,conservative_overprediction
distilgpt2,2,64,adamw,distilgpt2_batch_size_variation,0.0,0.0,1750,1726.0,1763.6171153906248,1763.6171153906248,1616.21,1632.978810546875,True,False,False,False,True,conservative_overprediction
distilgpt2,2,64,adamw,distilgpt2_batch_size_variation,0.05,5.0,1750,1726.0,1763.6171153906248,1851.797971160156,1616.21,1632.978810546875,True,False,False,False,True,conservative_overprediction
distilgpt2,2,64,adamw,distilgpt2_batch_size_variation,0.05,5.0,1800,1726.0,1763.6171153906248,1851.797971160156,1616.21,1632.978810546875,True,False,False,False,True,conservative_overprediction
distilgpt2,2,64,adamw,distilgpt2_batch_size_variation,0.1,10.0,1750,1726.0,1763.6171153906248,1939.9788269296873,1616.21,1632.978810546875,True,False,False,False,True,conservative_overprediction
distilgpt2,2,64,adamw,distilgpt2_batch_size_variation,0.1,10.0,1800,1726.0,1763.6171153906248,1939.9788269296873,1616.21,1632.978810546875,True,False,False,False,True,conservative_overprediction
distilgpt2,2,64,adamw,distilgpt2_batch_size_variation,0.15,15.0,1750,1726.0,1763.6171153906248,2028.1596826992184,1616.21,1632.978810546875,True,False,False,False,True,conservative_overprediction
distilgpt2,2,64,adamw,distilgpt2_batch_size_variation,0.15,15.0,1800,1726.0,1763.6171153906248,2028.1596826992184,1616.21,1632.978810546875,True,False,False,False,True,conservative_overprediction
distilgpt2,4,64,adamw,distilgpt2_batch_size_variation,0.0,0.0,1800,1768.0,1936.401455390625,1936.401455390625,1648.43,1792.964310546875,True,False,False,False,True,conservative_overprediction
distilgpt2,4,64,adamw,distilgpt2_batch_size_variation,0.05,5.0,1800,1768.0,1936.401455390625,2033.2215281601564,1648.43,1792.964310546875,True,False,False,False,True,conservative_overprediction
distilgpt2,4,64,adamw,distilgpt2_batch_size_variation,0.1,10.0,1800,1768.0,1936.401455390625,2130.041600929688,1648.43,1792.964310546875,True,False,False,False,True,conservative_overprediction
distilgpt2,4,64,adamw,distilgpt2_batch_size_variation,0.1,10.0,2048,1768.0,1936.401455390625,2130.041600929688,1648.43,1792.964310546875,True,False,False,False,True,conservative_overprediction
distilgpt2,4,64,adamw,distilgpt2_batch_size_variation,0.15,15.0,1800,1768.0,1936.401455390625,2226.8616736992185,1648.43,1792.964310546875,True,False,False,False,True,conservative_overprediction
distilgpt2,4,64,adamw,distilgpt2_batch_size_variation,0.15,15.0,2048,1768.0,1936.401455390625,2226.8616736992185,1648.43,1792.964310546875,True,False,False,False,True,conservative_overprediction
distilgpt2,1,64,adamw,distilgpt2_optimizer_comparison,0.05,5.0,1750,1738.0,1677.2249453906247,1761.086192660156,1600.94,1552.9860605468748,True,False,False,False,True,conservative_overprediction
distilgpt2,1,64,adamw,distilgpt2_optimizer_comparison,0.1,10.0,1750,1738.0,1677.2249453906247,1844.9474399296873,1600.94,1552.9860605468748,True,False,False,False,True,conservative_overprediction
distilgpt2,1,64,adamw,distilgpt2_optimizer_comparison,0.1,10.0,1800,1738.0,1677.2249453906247,1844.9474399296873,1600.94,1552.9860605468748,True,False,False,False,True,conservative_overprediction
distilgpt2,1,64,adamw,distilgpt2_optimizer_comparison,0.15,15.0,1750,1738.0,1677.2249453906247,1928.8086871992182,1600.94,1552.9860605468748,True,False,False,False,True,conservative_overprediction
distilgpt2,1,64,adamw,distilgpt2_optimizer_comparison,0.15,15.0,1800,1738.0,1677.2249453906247,1928.8086871992182,1600.94,1552.9860605468748,True,False,False,False,True,conservative_overprediction
